bulb_number,timestamp,power_consumption (Watts),voltage_levels (Volts),current_fluctuations (Amperes),temperature (Celsius),environmental_conditions,current_fluctuations_env (Amperes),fault_type
1,2023-09-06 07:53:23,106.18,238.52,6.127983561008608,21.97,Rainy,0.78,1
1,2023-03-28 16:28:29,58.71,235.99,3.01,24.16,Clear,0.1,0
1,2023-09-20 19:17:46,195.49,234.97,1.06,13.64,Rainy,0.92,0
1,2023-02-03 18:19:43,95.64,225.74,2.16,15.82,Rainy,3.06,0
1,2023-01-12 13:43:48,70.92,218.76,1.83,19.12,Rainy,6.52902134647508,4
1,2023-01-11 07:19:59,115.8389681402944,227.77,0.23,22.15,Clear,0.85,3
1,2023-07-31 15:13:21,192.33,238.97,4.04,16.09,Rainy,4.542699079536471,4
1,2023-11-11 08:26:19,116.02,213.66,2.48,10.69,Clear,4.55,0
1,2023-03-04 00:07:57,88.82,229.88,1.56,20.4,Rainy,2.73,0
1,2023-04-18 21:56:55,77.73,239.09,3.88,28.79,Clear,8.263699936433255,4
1,2023-02-09 16:40:07,188.28,212.65,0.98,10.9,Clear,1.63,0
1,2023-05-20 09:55:49,108.3,218.14,4.14,17.14,Cloudy,1.4,0
1,2023-11-10 10:58:50,131.4,214.23,4.01,11.49,Clear,4.93,0
1,2023-07-28 06:00:29,165.84,215.96,0.03,26.31,Clear,3.53,0
1,2023-05-28 00:11:46,159.35,233.14,0.37,17.17,Clear,0.58,0
1,2023-11-19 02:36:42,179.47,228.7,1.65,11.27,Rainy,1.55,0
1,2023-12-01 15:41:25,98.78,231.89,3.19,27.74,Cloudy,2.36,0
1,2023-10-01 15:05:07,67.94,231.4,7.281386789093172,21.23,Rainy,3.85,1
1,2023-04-23 09:17:28,128.41,222.83,0.13,12.16,Clear,0.16,0
1,2023-12-03 12:12:47,145.46,219.43,2.54,28.15,Clear,1.25,0
1,2023-06-26 02:05:25,111.56,232.67,1.14,11.54,Rainy,1.45,0
1,2023-03-05 04:02:45,74.18,237.89,4.04,22.67,Cloudy,4.36,0
1,2023-09-18 06:29:07,170.55,215.6,4.46,20.79,Cloudy,4.04,0
1,2023-09-23 11:07:33,184.41,237.7201476592249,0.55,14.56,Cloudy,2.14,2
1,2023-07-27 10:32:40,179.11,210.21,2.55,18.35,Rainy,3.4695961020010486,4
1,2023-04-15 20:05:45,100.64,238.29,1.62,20.38,Rainy,3.52,0
1,2023-03-27 06:57:42,104.54,239.15,4.81,15.04,Rainy,2.49,0
1,2023-10-26 09:12:05,95.13,218.55,0.18,22.19,Rainy,4.664436253749968,4
1,2023-05-03 12:14:07,91.8,237.25,1.2,12.9,Rainy,7.406951362331802,4
1,2023-08-09 06:30:04,86.31,230.16,3.81,14.75,Rainy,3.64,0
1,2023-09-12 13:07:52,105.17,228.97,3.17,20.72,Cloudy,0.45,0
1,2023-12-22 04:12:04,175.3,219.62,0.93,10.82,Rainy,2.95,0
1,2023-04-13 20:51:43,151.63,210.5,2.56,14.53,Rainy,5.753099287014974,4
1,2023-04-13 00:55:45,153.64,221.6,4.68,12.75,Rainy,1.71,0
1,2023-12-15 16:18:56,67.02,237.74,4.39,15.16,Rainy,3.3,0
1,2023-03-27 04:13:03,172.58,226.66,2.65,14.84,Clear,0.47,0
1,2023-02-05 07:20:13,184.58,237.01,3.17,16.78,Clear,1.75,0
1,2023-03-01 08:35:03,147.207200700099,236.91,4.44,25.6,Clear,3.21,3
1,2023-08-20 14:56:06,74.24,236.96,3.03,10.18,Clear,0.51,0
1,2023-08-20 10:04:57,149.53,210.15,0.8,20.97,Cloudy,3.46,0
1,2023-08-03 20:26:20,147.79,216.73,3.56,14.74,Clear,1.63,0
1,2023-02-14 11:41:58,161.97,229.49,4.25,23.15,Rainy,2.84,0
1,2023-10-19 14:41:18,64.05,221.03,1.33,14.88,Cloudy,4.87,0
1,2023-05-13 02:39:54,108.96,236.76,3.16,25.9,Rainy,6.240711653879077,4
1,2023-01-02 06:14:54,123.88,215.86,3.61,15.62,Rainy,0.12,0
1,2023-04-13 06:57:49,146.82,215.31,4.7,29.08,Rainy,4.57,0
1,2023-07-17 03:56:10,105.52,210.46,4.64,18.56,Clear,4.83,0
1,2023-04-26 21:42:25,194.54,235.59,1.47,17.7,Rainy,4.26,0
1,2023-03-19 05:59:09,97.54,215.08,2.78,28.72,Clear,3.48,0
1,2023-03-04 17:44:46,135.51,212.92,3.08,29.8,Rainy,0.7,0
1,2023-12-25 05:42:31,127.75,236.32,3.7,23.94,Rainy,3.51,0
1,2023-08-21 14:34:05,103.92,218.81,4.05,26.2,Cloudy,4.34,0
1,2023-02-13 10:40:57,186.99,225.34,2.51,25.97,Cloudy,3.25,0
1,2023-11-19 23:41:04,155.3,233.87,4.45,16.76,Rainy,4.161945819522607,4
1,2023-08-09 08:08:59,136.74,226.9883326056901,2.33,20.85,Cloudy,1.43,2
1,2023-01-27 21:06:26,54.58,211.12,4.11,17.2,Rainy,0.64,0
1,2023-02-19 20:41:42,128.34,233.1,1.08,22.46,Rainy,0.43,0
1,2023-08-02 12:32:27,57.75,225.94,2.7,22.75,Clear,8.557556238387605,4
1,2023-06-14 07:55:53,127.45,219.69,3.98,15.42,Clear,2.19,0
1,2023-10-21 07:34:54,61.77,210.76,4.81,26.72,Rainy,3.48,0
1,2023-10-04 21:09:57,111.34,215.2,0.78,15.0,Cloudy,2.75,0
1,2023-09-18 20:34:34,157.19,229.81,1.4,29.1,Rainy,3.69,0
1,2023-12-16 09:00:39,133.15,228.35,2.1,14.95,Rainy,1.78,0
1,2023-04-07 06:38:52,163.68,228.98460584011008,0.58,10.92,Cloudy,0.2,2
1,2023-08-04 02:55:22,155.55,224.23,0.49,19.83,Clear,2.37,0
1,2023-01-03 19:01:24,75.98,223.02,1.99,22.32,Clear,3.18,0
1,2023-01-23 20:44:35,56.8,237.82693631618943,3.13,20.06,Cloudy,4.28,2
1,2023-05-09 07:49:00,74.44,212.12,3.21,10.53,Clear,2.93,0
1,2023-04-19 03:35:46,191.03,227.26,1.94,22.87,Rainy,2.29,0
1,2023-07-29 10:01:28,131.84,238.24,1.93,29.22,Clear,4.53,0
1,2023-12-09 16:24:22,79.37,212.08,0.5,10.36,Rainy,0.47,0
1,2023-04-05 08:53:54,152.45,212.14,1.59,26.9,Cloudy,0.12,0
1,2023-03-15 22:44:56,172.17,237.23472013527052,0.59,23.93,Cloudy,3.14,2
1,2023-06-14 12:02:20,160.26,234.1,1.41,13.55,Cloudy,3.75,0
1,2023-10-11 03:28:46,171.03,239.72,2.06,17.44,Clear,3.88,0
1,2023-09-08 22:49:54,101.12,255.4654287408468,4.29,18.58,Clear,3.75,2
1,2023-11-07 22:03:46,65.47,237.08,2.53,26.53,Rainy,6.286569685488601,4
1,2023-06-24 05:22:52,108.38,210.33,4.53,11.83,Clear,1.6,0
1,2023-04-19 04:13:44,192.51,238.52,2.87,22.64,Clear,5.119632315094194,4
1,2023-06-22 02:16:40,99.3,241.0920610304869,3.76,25.83,Cloudy,3.95,2
1,2023-07-29 22:38:41,124.16,211.73,2.75,18.83,Clear,4.44,0
1,2023-12-26 18:21:57,90.6175464775442,213.51,0.71,25.23,Clear,3.09,3
1,2023-03-25 00:16:09,62.62,231.03,0.36,26.44,Cloudy,3.53,0
1,2023-03-05 22:31:45,62.2,212.55,9.368398701772508,17.49,Rainy,1.85,1
1,2023-12-26 19:46:27,192.09,239.58,3.77,17.53,Rainy,4.75144074778231,4
1,2023-10-11 16:48:10,133.76,222.73,4.53,12.22,Rainy,2.46,0
1,2023-07-09 00:06:22,28.71579395767873,224.06,0.28,12.38,Clear,0.59,3
1,2023-01-23 17:06:13,161.91,227.5,4.81,17.5,Rainy,1.43,0
1,2023-01-24 16:09:56,180.29,216.71,4.82,10.24,Rainy,4.85,0
1,2023-01-20 11:21:37,56.47,236.73,2.64,29.86,Rainy,0.37,0
1,2023-12-24 01:18:32,113.98917870464454,239.08,2.62,22.59,Cloudy,3.48,3
1,2023-02-01 02:41:34,144.13,247.0341148407656,4.51,10.91,Cloudy,1.4,2
1,2023-12-01 16:44:13,183.54,223.67,3.1,15.55,Clear,0.94,0
1,2023-12-12 18:04:45,119.55,220.6,2.92,11.55,Rainy,9.828632233438809,4
1,2023-08-29 13:03:14,154.72,226.08,1.55,26.28,Clear,3.42,0
1,2023-08-15 16:13:12,74.39,237.33,4.11,29.0,Rainy,3.63,0
1,2023-12-30 00:05:37,142.01,222.55,4.66,27.32,Clear,2.309100923491756,4
1,2023-04-03 16:42:51,106.47,234.32,4.94,13.01,Cloudy,2.97,0
1,2023-09-18 20:36:23,107.13,239.1,4.21,26.77,Rainy,5.584458507012995,4
1,2023-10-19 23:53:05,91.01,211.69,9.309910511221716,26.26,Rainy,5.0,1
1,2023-08-07 15:28:51,133.31,247.57544135310093,4.72,26.99,Cloudy,1.24,2
1,2023-04-13 23:50:49,69.37,238.62,3.03,14.57,Clear,3.36,0
1,2023-12-09 02:14:57,142.72,220.74,0.57,23.43,Clear,2.6,0
1,2023-05-24 12:14:31,138.3169279468331,225.6,4.26,21.04,Cloudy,2.8,3
1,2023-10-01 05:28:02,110.52,214.02,0.14,25.1,Cloudy,3.1,0
1,2023-11-10 10:43:00,155.61,216.39,0.68,10.29,Rainy,1.75,0
1,2023-09-17 08:56:10,138.49,221.77,2.19,28.08,Rainy,5.281968467479432,4
1,2023-12-31 15:27:42,167.55,221.9,3.11,27.25,Clear,7.191220442787114,4
1,2023-10-16 07:49:30,169.1376381201426,224.76,1.29,19.18,Clear,4.9,3
1,2023-03-23 19:12:38,99.31,229.0,1.2,11.52,Rainy,0.64,0
1,2023-09-24 23:56:15,69.21,214.56,0.69,22.82,Rainy,0.91,0
1,2023-07-16 06:45:13,101.85,236.9,2.37,23.35,Clear,3.436867056426012,4
